21.66666667,28.88888889
22.22222222,25.55555556
22.22222222,26.11111111
22.22222222,26.66666667
21.66666667,26.66666667
21.66666667,26.66666667
22.77777778,28.33333333
22.22222222,26.66666667
22.77777778,27.22222222
21.66666667,25.55555556
21.66666667,25.55555556
22.22222222,24.44444444
21.66666667,26.11111111
22.22222222,26.11111111
22.77777778,25.55555556
21.11111111,26.11111111
22.22222222,28.33333333
21.11111111,26.66666667
21.66666667,27.77777778
20,26.11111111
21.66666667,24.44444444
21.11111111,24.44444444
20.55555556,26.66666667
18.88888889,27.22222222
19.44444444,27.22222222
19.44444444,25.55555556
19.44444444,25.55555556
19.44444444,26.66666667
19.44444444,26.66666667
19.44444444,27.22222222
19.44444444,27.22222222
20,26.11111111
20.55555556,24.44444444
20.55555556,24.44444444
21.11111111,26.66666667
21.11111111,26.66666667
21.66666667,24.44444444
21.11111111,24.44444444
20.55555556,26.11111111
20.55555556,26.11111111
21.66666667,27.22222222
21.66666667,25
20.55555556,25.55555556
20.55555556,25.55555556
20,25.55555556
17.77777778,25.55555556
19.44444444,25.55555556
20,25.55555556
20.55555556,26.11111111
20.55555556,27.77777778
20.55555556,23.88888889
20,32.77777778
20.55555556,27.22222222
20.55555556,25
20.55555556,27.77777778
20,26.66666667
20.55555556,27.22222222
20.55555556,27.22222222
20.55555556,27.22222222
21.11111111,25
20.55555556,27.22222222
21.11111111,27.22222222
21.11111111,27.22222222
22.22222222,27.22222222
21.11111111,27.22222222
21.11111111,27.22222222
22.22222222,27.22222222
22.22222222,26.66666667
21.66666667,26.66666667
21.11111111,27.22222222
21.66666667,26.66666667
21.11111111,28.33333333
21.11111111,26.11111111
21.66666667,27.22222222
21.66666667,27.22222222
22.77777778,27.77777778
22.77777778,27.77777778
21.66666667,30
22.22222222,27.77777778
21.11111111,31.11111111
22.22222222,34.44444444
21.66666667,30.55555556
22.22222222,29.44444444
22.22222222,30.55555556
23.33333333,26.11111111
22.22222222,25.55555556
21.66666667,30.55555556
